customer_sk,first_name,last_name,gender,Loyality,Age
208,Joshua,Thompson,Male,Platinum,25
209,Jason,Mitchell,Male,Platinum,48
210,Richard,Allen,Male,Silver,30
211,Karen,Evans,Female,Silver,62
212,Carol,Wright,Female,Bronze,33
213,James,Thompson,Male,Bronze,46
214,Michelle,Collins,Female,Silver,33
215,Ronald,Perez,Male,Bronze,52
216,Mark,Adams,Male,Gold,44
217,Dorothy,Flores,Female,Platinum,42
218,Ashley,Phillips,Female,Platinum,33
219,Charles,Miller,Male,Gold,49
220,Nicole,Sanchez,Female,Silver,65
221,Edward,Harris,Male,Platinum,23
222,Carol,Diaz,Female,Gold,37
223,Linda,Baker,Female,Platinum,45
224,Donna,Roberts,Female,Platinum,41
225,Joshua,Sanchez,Male,Bronze,39
226,James,Brown,Male,Silver,44
227,Sarah,Wright,Female,Silver,35
228,Jessica,Thompson,Female,Gold,50
229,Kathleen,Thompson,Female,Silver,39
230,Margaret,Phillips,Female,Silver,30
231,James,Johnson,Male,Gold,27
232,Kathleen,Thompson,Female,Bronze,46
233,Timothy,Collins,Male,Silver,36
234,Emily,Green,Female,Bronze,41
235,Gary,Martin,Male,Gold,36
236,Justin,Brown,Male,Bronze,25
237,Dorothy,Phillips,Female,Gold,25
238,Linda,Hernandez,Female,Gold,29
239,Amanda,Harris,Female,Platinum,26
240,Benjamin,Diaz,Male,Gold,33
241,Jeffrey,Green,Male,Platinum,26
242,Brenda,Miller,Female,Silver,30
243,Justin,Williams,Male,Platinum,29
244,Melissa,Turner,Female,Gold,44
245,Thomas,Rodriguez,Male,Bronze,51
246,Sandra,Diaz,Female,Bronze,71
247,Sharon,Moore,Female,Bronze,28
248,Richard,Wright,Male,Bronze,38
249,Patricia,Lee,Female,Silver,24
250,Jonathan,Allen,Male,Bronze,35
251,Benjamin,Robinson,Male,Platinum,31
252,Mark,Hill,Male,Bronze,21
253,Sarah,Lewis,Female,Bronze,40
254,Nancy,Brown,Female,Bronze,24
255,Cynthia,Smith,Female,Bronze,25
256,Melissa,Mitchell,Female,Bronze,46
257,Ronald,Gomez,Male,Gold,24
258,Pamela,Jackson,Female,Silver,41
259,Sarah,Edwards,Female,Platinum,50
260,Charles,Clark,Male,Platinum,52
261,Sharon,Carter,Female,None,30
262,Sharon,Hernandez,Female,Bronze,44
263,Benjamin,Perez,Male,Silver,21
264,David,Jones,Male,Silver,82
265,Susan,Collins,Female,Silver,31
266,Angela,Gonzales,Female,Bronze,39
267,John,Gomez,Male,Silver,37
268,Joseph,Moore,Male,Silver,44
269,Ryan,Rodriguez,Male,Gold,52
270,Richard,Flores,Male,Bronze,22
271,Mark,Rivera,Male,Gold,48
272,Amy,Moore,Female,Bronze,33
273,Kenneth,Baker,Male,Silver,25
274,Richard,Harris,Male,Bronze,19
275,Linda,Wright,Female,Silver,37
276,Ryan,Davis,Male,Gold,70
277,Michael,Scott,Male,Gold,24
278,Andrew,Mitchell,Male,Bronze,34
279,Nicholas,Walker,Male,Gold,22
280,Amy,Taylor,Female,Bronze,34
281,Patricia,Rodriguez,Female,Silver,52
282,Emily,Sanchez,Female,Gold,30
283,Joshua,White,Male,Bronze,40
284,Kevin,Reyes,Male,Bronze,34
285,Mary,Baker,Female,Bronze,32
286,Karen,White,Female,Bronze,37
287,Amy,Harris,Female,Bronze,29
288,Deborah,Johnson,Female,Silver,26
289,Barbara,Baker,Female,Bronze,36
290,Kimberly,Anderson,Female,Platinum,38
291,Rebecca,Sanchez,Female,Platinum,79
292,Edward,Wilson,Male,Platinum,36
293,Matthew,Edwards,Male,Silver,36
294,Robert,Miller,Male,Silver,25
295,Barbara,Miller,Female,Silver,41
296,Christopher,Phillips,Male,Platinum,35
297,Rebecca,Martinez,Female,Bronze,39
298,Ashley,Edwards,Female,Silver,40
299,Shirley,Moore,Female,Gold,28
300,Angela,Adams,Female,Bronze,66
301,Mary,Martin,Female,Silver,26
302,Kevin,Flores,Male,Gold,42
303,Lisa,Robinson,Female,Platinum,27
304,Kathleen,Brown,Female,Gold,40
305,Thomas,Martinez,Male,Gold,32
306,Stephen,Nguyen,Male,Gold,20
307,Angela,Anderson,Female,Silver,37
308,Samantha,Gomez,Female,Gold,38
309,Mary,Reyes,Female,Gold,39
310,Sarah,Wright,Female,Platinum,42
311,Elizabeth,Perez,Female,Gold,24
312,Betty,Rivera,Female,Silver,18
313,Brian,Lewis,Male,Bronze,29
314,Amanda,Lopez,Female,Bronze,18
315,Susan,Gonzales,Female,Bronze,33
316,Shirley,Reyes,Female,Gold,20
317,Barbara,Walker,Female,Gold,34
318,Carol,Wright,Female,Gold,37
319,Jonathan,Lee,Male,Bronze,41
320,William,Thomas,Male,Bronze,24
321,Anthony,Brown,Male,Silver,27
322,Kenneth,Phillips,Male,Platinum,21
323,Michael,Parker,Male,Bronze,58
324,Matthew,Sanchez,Male,Gold,29
325,Brenda,White,Female,Platinum,70
326,James,Evans,Male,Silver,18
327,Christopher,Moore,Male,Bronze,39
328,Daniel,Martin,Male,Gold,39
329,Benjamin,Diaz,Male,Bronze,58
330,Lisa,Davis,Female,Silver,34
331,Charles,Thompson,Male,Gold,37
332,Elizabeth,Sanchez,Female,Silver,35
333,Nancy,Sanchez,Female,Silver,41
334,Angela,Moore,Female,Silver,32
335,Jennifer,Thomas,Female,Bronze,24
336,Pamela,Brown,Female,Bronze,72
337,Ashley,Adams,Female,Gold,24
338,Stephanie,Wilson,Female,Silver,42
339,Donna,Sanchez,Female,Gold,20
340,Jeffrey,Lopez,Male,Silver,41
341,Jennifer,King,Female,Bronze,38
342,Barbara,Collins,Female,Platinum,31
343,Paul,Scott,Male,Bronze,31
344,David,Johnson,Male,Silver,26
345,Amanda,White,Female,Gold,80
346,David,Jones,Male,Silver,37
347,Nancy,Harris,Female,Gold,43
348,Michelle,Carter,Female,Bronze,59
349,Ryan,Lopez,Male,Platinum,46
350,Ronald,Rivera,Male,Bronze,19
351,Sandra,Collins,Female,Bronze,32
352,Donna,Walker,Female,Gold,43
353,Mary,Miller,Female,Bronze,40
354,Jason,Green,Male,Silver,35
355,Margaret,Smith,Female,Silver,30
356,Rebecca,Campbell,Female,Gold,21
357,Mary,Mitchell,Female,Gold,40
358,Carol,Sanchez,Female,Gold,43
359,Anna,Wilson,Female,Gold,22
360,Linda,Phillips,Female,Gold,23
361,Anthony,Green,Male,Gold,78
362,Emily,King,Female,Gold,27
363,Nicole,Young,Female,Platinum,39
364,Charles,Jackson,Male,Gold,38
365,Cynthia,Sanchez,Female,Platinum,30
366,Anna,Thomas,Female,Silver,25
367,Susan,Walker,Female,Platinum,35
368,Barbara,Collins,Female,Bronze,26
369,Samantha,Clark,Female,Bronze,43
370,Amy,Wright,Female,Gold,33
371,Sharon,Young,Female,Silver,59
372,Christopher,Lewis,Male,Gold,36
373,Scott,Scott,Male,Gold,25
374,Michelle,Cruz,Female,Platinum,48
375,Sandra,Reyes,Female,Platinum,28
376,Karen,Wright,Female,Silver,44
377,Ashley,Nelson,Female,Bronze,50
378,Angela,Carter,Female,Gold,44
379,Daniel,Edwards,Male,Platinum,54
380,Barbara,Gonzales,Female,Gold,28
381,Brenda,Scott,Female,Bronze,29
382,Laura,Thompson,Female,Gold,53
383,Donald,Nguyen,Male,Gold,37
384,Jacob,Parker,Male,Gold,52
385,Barbara,Harris,Female,Gold,65
386,Donna,Phillips,Female,Gold,29
387,Betty,Taylor,Female,None,32
388,Angela,King,Female,Silver,30
389,Deborah,Williams,Female,Gold,22
390,Michelle,Rivera,Female,Bronze,27
391,Kimberly,Parker,Female,Silver,22
392,Richard,Anderson,Male,Bronze,30
393,Stephen,Diaz,Male,Gold,50
394,Michael,Phillips,Male,Gold,18
395,James,Flores,Male,Bronze,33
396,Karen,Thompson,Female,Bronze,19
397,Margaret,Edwards,Female,Bronze,40
398,Jonathan,Parker,Male,Gold,38
399,Nancy,Martinez,Female,Gold,85
400,Samantha,Turner,Female,Bronze,22
401,Linda,Flores,Female,Silver,46
402,William,Hernandez,Male,Gold,37
403,Timothy,Scott,Male,Silver,19
404,Larry,Scott,Male,Bronze,28
405,Benjamin,Baker,Male,Gold,40
406,Elizabeth,Roberts,Female,Gold,48
407,Melissa,Phillips,Female,Gold,20
408,Robert,Thompson,Male,Bronze,49
409,Barbara,Campbell,Female,Bronze,18
410,Jacob,Thompson,Male,Bronze,26
411,John,Martinez,Male,Silver,43
412,Emily,Rodriguez,Female,Bronze,41
413,Susan,Harris,Female,Silver,81
414,Linda,Smith,Female,Platinum,65
415,Emily,King,Female,Silver,35
416,Cynthia,Wright,Female,Bronze,74
417,Rebecca,Garcia,Female,Platinum,31
418,Emily,Jones,Female,Silver,36
419,David,Young,Male,Bronze,26
420,Timothy,Allen,Male,Bronze,43
421,Kathleen,Campbell,Female,Bronze,45
422,Barbara,Lewis,Female,Bronze,22
423,Jessica,Ramirez,Female,Gold,49
424,Kenneth,Turner,Male,Gold,42
425,Thomas,Gonzales,Male,Gold,20
426,Stephanie,Lee,Female,Bronze,42
427,Pamela,White,Female,Gold,29
428,Matthew,Lee,Male,Bronze,42
429,Benjamin,Parker,Male,Silver,30
430,Jessica,Davis,Female,Silver,27
431,Larry,Nelson,Male,Gold,44
432,Brenda,Diaz,Female,Gold,22
433,Mary,Nelson,Female,Gold,31
434,William,Taylor,Male,Bronze,30
435,Matthew,Martinez,Male,Silver,25
436,Kenneth,White,Male,Silver,29
437,Edward,Hill,Male,Gold,27
438,Stephen,Hernandez,Male,Bronze,52
439,Christopher,Thomas,Male,Silver,47
440,Laura,Roberts,Female,Gold,64
441,Christopher,Miller,Male,Gold,51
442,Samantha,Robinson,Female,Silver,79
443,Donna,Phillips,Female,Gold,38
444,Amy,Baker,Female,Gold,21
445,Timothy,Wright,Male,Silver,38
446,Ronald,Robinson,Male,Bronze,38
447,Joshua,Johnson,Male,Silver,27
448,Nicholas,Green,Male,Bronze,44
449,Cynthia,Roberts,Female,Gold,82
450,Amanda,Young,Female,Bronze,26
451,Justin,Nguyen,Male,Bronze,43
452,David,Lopez,Male,Silver,39
453,Daniel,Taylor,Male,Silver,47
454,Daniel,Harris,Male,Platinum,41
455,Edward,Adams,Male,Bronze,43
456,Joseph,Hill,Male,Silver,23
457,Emma,Thomas,Female,Bronze,31
458,Amy,Nelson,Female,Gold,30
459,Donna,Parker,Female,Gold,36
460,Ashley,Rodriguez,Female,Gold,32
461,Shirley,Jackson,Female,Gold,32
462,Michelle,Allen,Female,Gold,47
463,Margaret,Turner,Female,Platinum,40
464,Donald,Gomez,Male,Bronze,21
465,David,Williams,Male,Bronze,55
466,Rebecca,Phillips,Female,Gold,43
467,Michelle,Johnson,Female,Gold,32
468,Nicole,Jackson,Female,Gold,19
469,Steven,Garcia,Male,Gold,55
470,Nicole,Davis,Female,Gold,68
471,Brenda,Green,Female,Silver,28
472,Karen,Campbell,Female,Silver,78
473,Lisa,Allen,Female,Platinum,35
474,Sharon,Jackson,Female,Platinum,29
475,Rebecca,Moore,Female,Gold,47
476,Donna,Ramirez,Female,Silver,40
477,Robert,Martinez,Male,Silver,34
478,Mary,Martin,Female,Bronze,34
479,Donna,Jackson,Female,Gold,49
480,Michelle,Campbell,Female,Bronze,34
481,Ashley,Scott,Female,Silver,33
482,Laura,Smith,Female,Bronze,28
483,Justin,Carter,Male,Platinum,18
484,Kimberly,Perez,Female,Bronze,34
485,Nicole,Harris,Female,Bronze,29
486,Jeffrey,Jones,Male,Bronze,35
487,Linda,Perez,Female,Silver,47
488,Kathleen,Jones,Female,Gold,33
489,Paul,Wright,Male,Silver,38
490,Thomas,Adams,Male,Silver,49
491,Gary,Turner,Male,Silver,43
492,Sandra,Lewis,Female,Gold,48
493,Ryan,Flores,Male,Silver,31
494,Deborah,Anderson,Female,Platinum,42
495,Timothy,Lopez,Male,Gold,30
496,Sharon,Turner,Female,Gold,36
497,George,Turner,Male,Bronze,41
498,Linda,Adams,Female,Platinum,22
499,Donna,Adams,Female,Gold,43
500,Donald,Edwards,Male,Gold,26
501,Karen,Green,Female,Bronze,37
502,Kenneth,Torres,Male,Bronze,78
503,Daniel,Collins,Male,Silver,84
504,Robert,Gomez,Male,Silver,54
505,Pamela,Diaz,Female,Gold,48
506,Richard,Smith,Male,Gold,26
507,William,Hill,Male,Silver,26
508,Cynthia,Hill,Female,Platinum,55
509,Donna,Torres,Female,Silver,18
510,Anthony,Robinson,Male,Gold,47
511,Edward,Sanchez,Male,Silver,33
512,Stephanie,Carter,Female,Silver,35
513,Richard,Thomas,Male,Bronze,52
514,Larry,Harris,Male,Silver,54
515,Kevin,Turner,Male,Gold,26
516,Daniel,Reyes,Male,Platinum,19
517,Edward,Adams,Male,Platinum,38
518,Cynthia,Walker,Female,Bronze,50
519,David,Taylor,Male,Bronze,26
520,Patricia,Nguyen,Female,Bronze,44
521,Justin,Green,Male,Gold,35
522,Stephen,Cruz,Male,Platinum,19
523,Karen,Hill,Female,Platinum,60
524,Anthony,Williams,Male,Platinum,23
525,George,Miller,Male,Gold,48
526,Laura,Davis,Female,Platinum,26
527,Kathleen,Cruz,Female,Bronze,50
528,Matthew,Ramirez,Male,Platinum,36
529,Scott,Hall,Male,Silver,35
530,Sandra,Parker,Female,Silver,44
531,Nancy,Rivera,Female,Gold,39
532,Sharon,Clark,Female,Silver,33
533,Pamela,Wright,Female,Bronze,40
534,Eric,Rodriguez,Male,Bronze,50
535,Amy,Jackson,Female,Platinum,47
536,Karen,Martinez,Female,Platinum,41
537,George,Harris,Male,Silver,37
538,Amanda,Mitchell,Female,Gold,25
539,Eric,Martinez,Male,Gold,53
540,Susan,Campbell,Female,Silver,34
541,Elizabeth,Robinson,Female,Silver,38
542,Nancy,Nguyen,Female,Gold,51
543,Donald,Campbell,Male,Silver,50
544,Emma,Edwards,Female,Platinum,33
545,Melissa,Adams,Female,Gold,45
546,Steven,Reyes,Male,Gold,53
547,Jason,Miller,Male,Platinum,18
548,Eric,Turner,Male,Silver,26
549,Amy,Nguyen,Female,Gold,32
550,Jason,Diaz,Male,Platinum,36
551,Jeffrey,Thompson,Male,Gold,20
552,Charles,Phillips,Male,Gold,39
553,Jennifer,Evans,Female,Silver,58
554,Kenneth,Evans,Male,None,31
555,Richard,Lewis,Male,Silver,26
556,Sandra,Parker,Female,Silver,30
557,Timothy,King,Male,Silver,74
558,Donald,Davis,Male,Silver,52
559,Timothy,Williams,Male,Silver,44
560,Eric,Allen,Male,Silver,22
561,Nancy,Williams,Female,Gold,39
562,Barbara,Roberts,Female,Gold,27
563,Donald,Cruz,Male,None,28
564,Steven,Clark,Male,Bronze,42
565,Brenda,Thomas,Female,Silver,33
566,Christopher,Cruz,Male,Gold,35
567,Nancy,White,Female,Gold,30
568,Emma,Smith,Female,Gold,69
569,Laura,Johnson,Female,Platinum,38
570,Stephen,Torres,Male,Platinum,20
571,Paul,Brown,Male,Gold,44
572,James,Adams,Male,Bronze,61
573,Mary,Phillips,Female,Silver,20
574,Nicholas,Carter,Male,Bronze,51
575,Stephanie,Anderson,Female,Bronze,41
576,Jacob,Edwards,Male,Silver,48
577,Samantha,Martinez,Female,Gold,33
578,Scott,Mitchell,Male,Gold,25
579,Mary,Miller,Female,Silver,18
580,Karen,Turner,Female,Platinum,39
581,Kevin,Smith,Male,Bronze,43
582,Paul,Rodriguez,Male,Bronze,42
583,Shirley,King,Female,Bronze,29
584,Brian,Garcia,Male,Bronze,24
585,Carol,Lee,Female,Bronze,37
586,Elizabeth,Williams,Female,Gold,34
587,Kathleen,Sanchez,Female,Platinum,42
588,Eric,Wilson,Male,Gold,36
589,Deborah,Roberts,Female,Bronze,18
590,Dorothy,Taylor,Female,Platinum,46
591,Dorothy,Edwards,Female,Bronze,51
592,Gary,Hernandez,Male,Platinum,23
593,Susan,Sanchez,Female,Gold,51
594,Betty,Roberts,Female,Bronze,26
595,Samantha,Harris,Female,Bronze,37
596,Nicholas,Rodriguez,Male,Gold,27
597,Rebecca,Martinez,Female,Gold,26
598,Joseph,Martin,Male,Gold,32
599,Timothy,Campbell,Male,Gold,52
600,Karen,Moore,Female,Silver,18
601,Dorothy,Hall,Female,Gold,51
602,Edward,Jones,Male,Bronze,30
603,Scott,Miller,Male,Bronze,45
604,Michelle,Allen,Female,Gold,26
605,Jason,Evans,Male,Silver,25
606,Nancy,Martin,Female,Bronze,19
607,Nicole,White,Female,Silver,24
608,Richard,Walker,Male,Gold,68
609,Angela,Ramirez,Female,Silver,40
610,Jennifer,Sanchez,Female,Gold,34
611,Mary,Perez,Female,Gold,29
612,Joseph,Adams,Male,Platinum,83
613,Shirley,Wilson,Female,Bronze,35
614,Jacob,Green,Male,Silver,35
615,Brian,Rodriguez,Male,Gold,24
616,Dorothy,Rivera,Female,Gold,37
617,Jacob,Gomez,Male,Bronze,34
618,George,Martin,Male,Gold,44
619,Ronald,Cruz,Male,Silver,43
620,Shirley,Thompson,Female,Platinum,44
621,Susan,Wilson,Female,Platinum,35
622,Daniel,Rivera,Male,Bronze,75
623,Paul,Thompson,Male,Bronze,30
624,Jeffrey,Moore,Male,Bronze,38
625,Amy,Cruz,Female,Gold,37
626,Lisa,Campbell,Female,Silver,31
627,Barbara,Mitchell,Female,Platinum,25
628,Melissa,Allen,Female,Silver,25
629,Kimberly,Williams,Female,Gold,24
630,Michelle,Allen,Female,Platinum,35
631,Kenneth,Lopez,Male,Silver,32
632,Justin,Green,Male,Bronze,35
633,Nicole,Collins,Female,Gold,49
634,Larry,Torres,Male,Gold,18
635,Sarah,Wright,Female,Gold,50
636,William,Campbell,Male,Gold,42
637,Karen,Clark,Female,Silver,35
638,Amy,Baker,Female,Silver,44
639,Timothy,Anderson,Male,Bronze,42
640,Benjamin,King,Male,Silver,61
641,Nicole,Adams,Female,Silver,31
642,Brenda,Martin,Female,Platinum,39
643,Jessica,Scott,Female,Bronze,29
644,Emma,Hernandez,Female,Platinum,22
645,Michelle,Gomez,Female,Gold,29
646,Jacob,Miller,Male,Platinum,26
647,Angela,Diaz,Female,Bronze,43
648,Jason,Lee,Male,Silver,35
649,Jacob,Clark,Male,Bronze,51
650,Andrew,Lewis,Male,Bronze,24
651,Benjamin,Lewis,Male,Platinum,34
652,John,Edwards,Male,Gold,31
653,Emma,Phillips,Female,Platinum,43
654,Stephen,Gonzales,Male,Silver,38
655,Matthew,Cruz,Male,Gold,37
656,Steven,Phillips,Male,Bronze,22
657,Stephen,Thompson,Male,Gold,51
658,Amy,Williams,Female,Gold,36
659,Nicholas,Smith,Male,Bronze,58
660,Rebecca,Moore,Female,Silver,47
661,Laura,Scott,Female,Silver,19
662,Ashley,Harris,Female,Bronze,42
663,Margaret,Nguyen,Female,Silver,58
664,Pamela,Taylor,Female,Silver,28
665,Joseph,Gomez,Male,Silver,55
666,Gary,Scott,Male,Gold,39
667,Gary,Scott,Male,Gold,37
668,Deborah,Hill,Female,Silver,53
669,Mary,Jackson,Female,Platinum,18
670,Pamela,Baker,Female,Gold,52
671,Nicholas,Edwards,Male,Platinum,36
672,Margaret,Garcia,Female,Bronze,30
673,Sharon,Sanchez,Female,Gold,30
674,Deborah,Taylor,Female,Bronze,47
675,Jennifer,Young,Female,Gold,23
676,Ashley,Garcia,Female,Platinum,27
677,Stephen,Torres,Male,Gold,34
678,Linda,Wright,Female,Gold,42
679,Joshua,Flores,Male,Gold,49
